Mod:Item:MetaData, Localized Name
gregtech:gt.meta.crushedCentrifugedTiny:8302, oredict.crushedCentrifugedTinyRuby.name
gregtech:gt.meta.crushedCentrifugedTiny:8303, oredict.crushedCentrifugedTinyBalasRuby.name
gregtech:gt.meta.crushedCentrifugedTiny:8304, oredict.crushedCentrifugedTinySapphire.name
gregtech:gt.meta.crushedCentrifugedTiny:8305, oredict.crushedCentrifugedTinyGreenSapphire.name
gregtech:gt.meta.crushedCentrifugedTiny:8306, oredict.crushedCentrifugedTinyTopaz.name
gregtech:gt.meta.crushedCentrifugedTiny:8307, oredict.crushedCentrifugedTinyBlueTopaz.name
gregtech:gt.meta.crushedCentrifugedTiny:8308, oredict.crushedCentrifugedTinyTanzanite.name
gregtech:gt.meta.crushedCentrifugedTiny:8309, oredict.crushedCentrifugedTinyRedJasper.name
gregtech:gt.meta.crushedCentrifugedTiny:8310, oredict.crushedCentrifugedTinyAmber.name
gregtech:gt.meta.crushedCentrifugedTiny:8311, oredict.crushedCentrifugedTinyOlivine.name
gregtech:gt.meta.crushedCentrifugedTiny:8312, oredict.crushedCentrifugedTinyOpal.name
gregtech:gt.meta.crushedCentrifugedTiny:8313, oredict.crushedCentrifugedTinyAmethyst.name
gregtech:gt.meta.crushedCentrifugedTiny:8314, oredict.crushedCentrifugedTinyOrangeSapphire.name
gregtech:gt.meta.crushedCentrifugedTiny:8315, oredict.crushedCentrifugedTinyYellowSapphire.name
gregtech:gt.meta.crushedCentrifugedTiny:8320, oredict.crushedCentrifugedTinyNetherStar.name
gregtech:gt.meta.crushedCentrifugedTiny:8321, oredict.crushedCentrifugedTinyJade.name
gregtech:gt.meta.crushedCentrifugedTiny:8322, oredict.crushedCentrifugedTinyCraponite.name
gregtech:gt.meta.crushedCentrifugedTiny:8323, oredict.crushedCentrifugedTinyAquamarine.name
gregtech:gt.meta.crushedCentrifugedTiny:8324, oredict.crushedCentrifugedTinyMorganite.name
gregtech:gt.meta.crushedCentrifugedTiny:8325, oredict.crushedCentrifugedTinyDioptase.name
gregtech:gt.meta.crushedCentrifugedTiny:8326, oredict.crushedCentrifugedTinySpinel.name
gregtech:gt.meta.crushedCentrifugedTiny:8328, oredict.crushedCentrifugedTinyBlueSapphire.name
gregtech:gt.meta.crushedCentrifugedTiny:8329, oredict.crushedCentrifugedTinyAmethystEnder.name
gregtech:gt.meta.crushedCentrifugedTiny:8330, oredict.crushedCentrifugedTinyLazurite.name
gregtech:gt.meta.crushedCentrifugedTiny:8331, oredict.crushedCentrifugedTinySodalite.name
gregtech:gt.meta.crushedCentrifugedTiny:8332, oredict.crushedCentrifugedTinyLapis.name
gregtech:gt.meta.crushedCentrifugedTiny:8333, oredict.crushedCentrifugedTinyRedstone.name
gregtech:gt.meta.crushedCentrifugedTiny:8334, oredict.crushedCentrifugedTinyCoal.name
gregtech:gt.meta.crushedCentrifugedTiny:8336, oredict.crushedCentrifugedTinyCharcoal.name
gregtech:gt.meta.crushedCentrifugedTiny:8337, oredict.crushedCentrifugedTinyLignite.name
gregtech:gt.meta.crushedCentrifugedTiny:8338, oredict.crushedCentrifugedTinyMonazite.name
gregtech:gt.meta.crushedCentrifugedTiny:8341, oredict.crushedCentrifugedTinyGlowstone.name
gregtech:gt.meta.crushedCentrifugedTiny:8342, oredict.crushedCentrifugedTinyFirestone.name
gregtech:gt.meta.crushedCentrifugedTiny:8346, oredict.crushedCentrifugedTinyNetherQuartz.name
gregtech:gt.meta.crushedCentrifugedTiny:8347, oredict.crushedCentrifugedTinyCertusQuartz.name
gregtech:gt.meta.crushedCentrifugedTiny:8348, oredict.crushedCentrifugedTinyChargedCertusQuartz.name
gregtech:gt.meta.crushedCentrifugedTiny:8349, oredict.crushedCentrifugedTinyCoalCoke.name
gregtech:gt.meta.crushedCentrifugedTiny:8350, oredict.crushedCentrifugedTinyInfusedDull.name
gregtech:gt.meta.crushedCentrifugedTiny:8351, oredict.crushedCentrifugedTinyInfusedVis.name
gregtech:gt.meta.crushedCentrifugedTiny:8352, oredict.crushedCentrifugedTinyInfusedAir.name
gregtech:gt.meta.crushedCentrifugedTiny:8353, oredict.crushedCentrifugedTinyInfusedFire.name
gregtech:gt.meta.crushedCentrifugedTiny:8354, oredict.crushedCentrifugedTinyInfusedEarth.name
gregtech:gt.meta.crushedCentrifugedTiny:8355, oredict.crushedCentrifugedTinyInfusedWater.name
gregtech:gt.meta.crushedCentrifugedTiny:8356, oredict.crushedCentrifugedTinyInfusedEntropy.name
gregtech:gt.meta.crushedCentrifugedTiny:8357, oredict.crushedCentrifugedTinyInfusedOrder.name
gregtech:gt.meta.crushedCentrifugedTiny:8358, oredict.crushedCentrifugedTinyInfusedBalance.name
gregtech:gt.meta.crushedCentrifugedTiny:8365, oredict.crushedCentrifugedTinyLigniteCoke.name
gregtech:gt.meta.crushedCentrifugedTiny:8383, oredict.crushedCentrifugedTinyPurpleSapphire.name
gregtech:gt.meta.crushedCentrifugedTiny:8384, oredict.crushedCentrifugedTinyHeliodor.name
gregtech:gt.meta.crushedCentrifugedTiny:8385, oredict.crushedCentrifugedTinyGoshenite.name
gregtech:gt.meta.crushedCentrifugedTiny:8386, oredict.crushedCentrifugedTinyBixbite.name
gregtech:gt.meta.crushedCentrifugedTiny:8387, oredict.crushedCentrifugedTinyMaxixe.name
gregtech:gt.meta.crushedCentrifugedTiny:8388, oredict.crushedCentrifugedTinyAlexandrite.name
gregtech:gt.meta.crushedCentrifugedTiny:8389, oredict.crushedCentrifugedTinyFluix.name
gregtech:gt.meta.crushedCentrifugedTiny:8390, oredict.crushedCentrifugedTinyPetroleumCoke.name
gregtech:gt.meta.crushedCentrifugedTiny:8415, oredict.crushedCentrifugedTinyOnyxRed.name
gregtech:gt.meta.crushedCentrifugedTiny:8416, oredict.crushedCentrifugedTinyOnyxBlack.name
gregtech:gt.meta.crushedCentrifugedTiny:8417, oredict.crushedCentrifugedTinyAmazonite.name
gregtech:gt.meta.crushedCentrifugedTiny:8419, oredict.crushedCentrifugedTinyZircon.name
gregtech:gt.meta.crushedCentrifugedTiny:8420, oredict.crushedCentrifugedTinyAzurite.name
gregtech:gt.meta.crushedCentrifugedTiny:8421, oredict.crushedCentrifugedTinyEudialyte.name
gregtech:gt.meta.crushedCentrifugedTiny:8423, oredict.crushedCentrifugedTinyDiamondIndustrial.name
gregtech:gt.meta.crushedCentrifugedTiny:8424, oredict.crushedCentrifugedTinyPinkDiamond.name
gregtech:gt.meta.crushedCentrifugedTiny:8425, oredict.crushedCentrifugedTinyOceanJasper.name
gregtech:gt.meta.crushedCentrifugedTiny:8426, oredict.crushedCentrifugedTinyRainforestJasper.name
gregtech:gt.meta.crushedCentrifugedTiny:8427, oredict.crushedCentrifugedTinyBlueJasper.name
gregtech:gt.meta.crushedCentrifugedTiny:8428, oredict.crushedCentrifugedTinyGreenJasper.name
gregtech:gt.meta.crushedCentrifugedTiny:8429, oredict.crushedCentrifugedTinyYellowJasper.name
gregtech:gt.meta.crushedCentrifugedTiny:8430, oredict.crushedCentrifugedTinyTigerEye.name
gregtech:gt.meta.crushedCentrifugedTiny:8431, oredict.crushedCentrifugedTinyCatsEye.name
gregtech:gt.meta.crushedCentrifugedTiny:8432, oredict.crushedCentrifugedTinyDragonEye.name
gregtech:gt.meta.crushedCentrifugedTiny:8433, oredict.crushedCentrifugedTinyHawksEye.name
gregtech:gt.meta.crushedCentrifugedTiny:8434, oredict.crushedCentrifugedTinyBlackEye.name
gregtech:gt.meta.crushedCentrifugedTiny:8435, oredict.crushedCentrifugedTinyTigerIron.name
gregtech:gt.meta.crushedCentrifugedTiny:8436, oredict.crushedCentrifugedTinyRedFluorite.name
gregtech:gt.meta.crushedCentrifugedTiny:8437, oredict.crushedCentrifugedTinyPinkFluorite.name
gregtech:gt.meta.crushedCentrifugedTiny:8438, oredict.crushedCentrifugedTinyBlueFluorite.name
gregtech:gt.meta.crushedCentrifugedTiny:8439, oredict.crushedCentrifugedTinyGreenFluorite.name
gregtech:gt.meta.crushedCentrifugedTiny:8440, oredict.crushedCentrifugedTinyBlackFluorite.name
gregtech:gt.meta.crushedCentrifugedTiny:8441, oredict.crushedCentrifugedTinyWhiteFluorite.name
gregtech:gt.meta.crushedCentrifugedTiny:8442, oredict.crushedCentrifugedTinyYellowFluorite.name
gregtech:gt.meta.crushedCentrifugedTiny:8443, oredict.crushedCentrifugedTinyOrangeFluorite.name
gregtech:gt.meta.crushedCentrifugedTiny:8444, oredict.crushedCentrifugedTinyMagentaFluorite.name
gregtech:gt.meta.crushedCentrifugedTiny:8445, oredict.crushedCentrifugedTinyMilkyQuartz.name
gregtech:gt.meta.crushedCentrifugedTiny:8446, oredict.crushedCentrifugedTinyBrownAventurine.name
gregtech:gt.meta.crushedCentrifugedTiny:8447, oredict.crushedCentrifugedTinyYellowAventurine.name
gregtech:gt.meta.crushedCentrifugedTiny:8448, oredict.crushedCentrifugedTinyGreenAventurine.name
gregtech:gt.meta.crushedCentrifugedTiny:8449, oredict.crushedCentrifugedTinyBlackAventurine.name
gregtech:gt.meta.crushedCentrifugedTiny:8450, oredict.crushedCentrifugedTinyBlueAventurine.name
gregtech:gt.meta.crushedCentrifugedTiny:8451, oredict.crushedCentrifugedTinyRedAventurine.name
gregtech:gt.meta.crushedCentrifugedTiny:8455, oredict.crushedCentrifugedTinyClayRed.name
gregtech:gt.meta.crushedCentrifugedTiny:8456, oredict.crushedCentrifugedTinyGloomstone.name
gregtech:gt.meta.crushedCentrifugedTiny:8457, oredict.crushedCentrifugedTinyVoidQuartz.name
gregtech:gt.meta.crushedCentrifugedTiny:8458, oredict.crushedCentrifugedTinyBluePhosphorus.name
gregtech:gt.meta.crushedCentrifugedTiny:8459, oredict.crushedCentrifugedTinyRedPhosphorus.name
gregtech:gt.meta.crushedCentrifugedTiny:8460, oredict.crushedCentrifugedTinyWhitePhosphorus.name
gregtech:gt.meta.crushedCentrifugedTiny:8461, oredict.crushedCentrifugedTinyNiobiumPentoxide.name
gregtech:gt.meta.crushedCentrifugedTiny:8462, oredict.crushedCentrifugedTinyTantalumPentoxide.name
gregtech:gt.meta.crushedCentrifugedTiny:8463, oredict.crushedCentrifugedTinySugilite.name
gregtech:gt.meta.crushedCentrifugedTiny:8600, oredict.crushedCentrifugedTinyElectrum.name
gregtech:gt.meta.crushedCentrifugedTiny:8630, oredict.crushedCentrifugedTinySteel.name
gregtech:gt.meta.crushedCentrifugedTiny:8642, oredict.crushedCentrifugedTinyPigIron.name
gregtech:gt.meta.crushedCentrifugedTiny:8649, oredict.crushedCentrifugedTinyMeteoricIron.name
gregtech:gt.meta.crushedCentrifugedTiny:8676, oredict.crushedCentrifugedTinyAstralSilver.name
gregtech:gt.meta.crushedCentrifugedTiny:8677, oredict.crushedCentrifugedTinyMidasium.name
gregtech:gt.meta.crushedCentrifugedTiny:8678, oredict.crushedCentrifugedTinyMithril.name
gregtech:gt.meta.crushedCentrifugedTiny:8679, oredict.crushedCentrifugedTinyThaumium.name
gregtech:gt.meta.crushedCentrifugedTiny:8701, oredict.crushedCentrifugedTinyAredrite.name
gregtech:gt.meta.crushedCentrifugedTiny:8736, oredict.crushedCentrifugedTinyEndium.name
gregtech:gt.meta.crushedCentrifugedTiny:8744, oredict.crushedCentrifugedTinyAncientDebris.name
gregtech:gt.meta.crushedCentrifugedTiny:8747, oredict.crushedCentrifugedTinyEfrine.name
gregtech:gt.meta.crushedCentrifugedTiny:8750, oredict.crushedCentrifugedTinyDesh.name
gregtech:gt.meta.crushedCentrifugedTiny:8753, oredict.crushedCentrifugedTinyDolamide.name
gregtech:gt.meta.crushedCentrifugedTiny:8755, oredict.crushedCentrifugedTinyAdamantite.name
gregtech:gt.meta.crushedCentrifugedTiny:8784, oredict.crushedCentrifugedTinyAdamantine.name
gregtech:gt.meta.crushedCentrifugedTiny:8791, oredict.crushedCentrifugedTinyDraconium.name
gregtech:gt.meta.crushedCentrifugedTiny:8795, oredict.crushedCentrifugedTinyBedrockium.name
gregtech:gt.meta.crushedCentrifugedTiny:9001, oredict.crushedCentrifugedTinyDiatomite.name
gregtech:gt.meta.crushedCentrifugedTiny:9003, oredict.crushedCentrifugedTinyBasalticMineralSand.name
gregtech:gt.meta.crushedCentrifugedTiny:9004, oredict.crushedCentrifugedTinyGraniticMineralSand.name
gregtech:gt.meta.crushedCentrifugedTiny:9005, oredict.crushedCentrifugedTinyGarnetSand.name
gregtech:gt.meta.crushedCentrifugedTiny:9006, oredict.crushedCentrifugedTinyQuartzSand.name
gregtech:gt.meta.crushedCentrifugedTiny:9100, oredict.crushedCentrifugedTinyRareEarth.name
gregtech:gt.meta.crushedCentrifugedTiny:9101, oredict.crushedCentrifugedTinyAlmandine.name
gregtech:gt.meta.crushedCentrifugedTiny:9102, oredict.crushedCentrifugedTinyAndradite.name
gregtech:gt.meta.crushedCentrifugedTiny:9103, oredict.crushedCentrifugedTinyAsbestos.name
gregtech:gt.meta.crushedCentrifugedTiny:9104, oredict.crushedCentrifugedTinyHematite.name
gregtech:gt.meta.crushedCentrifugedTiny:9105, oredict.crushedCentrifugedTinyBauxite.name
gregtech:gt.meta.crushedCentrifugedTiny:9106, oredict.crushedCentrifugedTinyBrownLimonite.name
gregtech:gt.meta.crushedCentrifugedTiny:9107, oredict.crushedCentrifugedTinyCalcite.name
gregtech:gt.meta.crushedCentrifugedTiny:9108, oredict.crushedCentrifugedTinyCassiterite.name
gregtech:gt.meta.crushedCentrifugedTiny:9109, oredict.crushedCentrifugedTinyRealgar.name
gregtech:gt.meta.crushedCentrifugedTiny:9110, oredict.crushedCentrifugedTinyCelestine.name
gregtech:gt.meta.crushedCentrifugedTiny:9111, oredict.crushedCentrifugedTinyChalcopyrite.name
gregtech:gt.meta.crushedCentrifugedTiny:9112, oredict.crushedCentrifugedTinyChalk.name
gregtech:gt.meta.crushedCentrifugedTiny:9113, oredict.crushedCentrifugedTinyChromite.name
gregtech:gt.meta.crushedCentrifugedTiny:9114, oredict.crushedCentrifugedTinyCinnabar.name
gregtech:gt.meta.crushedCentrifugedTiny:9115, oredict.crushedCentrifugedTinyCobaltite.name
gregtech:gt.meta.crushedCentrifugedTiny:9116, oredict.crushedCentrifugedTinyCooperite.name
gregtech:gt.meta.crushedCentrifugedTiny:9117, oredict.crushedCentrifugedTinyGalena.name
gregtech:gt.meta.crushedCentrifugedTiny:9118, oredict.crushedCentrifugedTinyGarnierite.name
gregtech:gt.meta.crushedCentrifugedTiny:9119, oredict.crushedCentrifugedTinyGrossular.name
gregtech:gt.meta.crushedCentrifugedTiny:9120, oredict.crushedCentrifugedTinyIlmenite.name
gregtech:gt.meta.crushedCentrifugedTiny:9122, oredict.crushedCentrifugedTinyMagnetite.name
gregtech:gt.meta.crushedCentrifugedTiny:9123, oredict.crushedCentrifugedTinyMolybdenite.name
gregtech:gt.meta.crushedCentrifugedTiny:9124, oredict.crushedCentrifugedTinyPowellite.name
gregtech:gt.meta.crushedCentrifugedTiny:9125, oredict.crushedCentrifugedTinyPyrite.name
gregtech:gt.meta.crushedCentrifugedTiny:9126, oredict.crushedCentrifugedTinyPyrolusite.name
gregtech:gt.meta.crushedCentrifugedTiny:9127, oredict.crushedCentrifugedTinyPyrope.name
gregtech:gt.meta.crushedCentrifugedTiny:9128, oredict.crushedCentrifugedTinyScheelite.name
gregtech:gt.meta.crushedCentrifugedTiny:9129, oredict.crushedCentrifugedTinySpessartine.name
gregtech:gt.meta.crushedCentrifugedTiny:9130, oredict.crushedCentrifugedTinySphalerite.name
gregtech:gt.meta.crushedCentrifugedTiny:9131, oredict.crushedCentrifugedTinyStibnite.name
gregtech:gt.meta.crushedCentrifugedTiny:9132, oredict.crushedCentrifugedTinyTetrahedrite.name
gregtech:gt.meta.crushedCentrifugedTiny:9133, oredict.crushedCentrifugedTinyTungstate.name
gregtech:gt.meta.crushedCentrifugedTiny:9134, oredict.crushedCentrifugedTinyUraninite.name
gregtech:gt.meta.crushedCentrifugedTiny:9135, oredict.crushedCentrifugedTinyUvarovite.name
gregtech:gt.meta.crushedCentrifugedTiny:9136, oredict.crushedCentrifugedTinyWulfenite.name
gregtech:gt.meta.crushedCentrifugedTiny:9137, oredict.crushedCentrifugedTinyYellowLimonite.name
gregtech:gt.meta.crushedCentrifugedTiny:9138, oredict.crushedCentrifugedTinyPerlite.name
gregtech:gt.meta.crushedCentrifugedTiny:9139, oredict.crushedCentrifugedTinyBorax.name
gregtech:gt.meta.crushedCentrifugedTiny:9140, oredict.crushedCentrifugedTinyPotassiumFeldspar.name
gregtech:gt.meta.crushedCentrifugedTiny:9141, oredict.crushedCentrifugedTinyBiotite.name
gregtech:gt.meta.crushedCentrifugedTiny:9143, oredict.crushedCentrifugedTinyVanadiumMagnetite.name
gregtech:gt.meta.crushedCentrifugedTiny:9144, oredict.crushedCentrifugedTinyBastnasite.name
gregtech:gt.meta.crushedCentrifugedTiny:9145, oredict.crushedCentrifugedTinyPentlandite.name
gregtech:gt.meta.crushedCentrifugedTiny:9146, oredict.crushedCentrifugedTinySpodumene.name
gregtech:gt.meta.crushedCentrifugedTiny:9147, oredict.crushedCentrifugedTinyPollucite.name
gregtech:gt.meta.crushedCentrifugedTiny:9148, oredict.crushedCentrifugedTinyTantalite.name
gregtech:gt.meta.crushedCentrifugedTiny:9149, oredict.crushedCentrifugedTinyLepidolite.name
gregtech:gt.meta.crushedCentrifugedTiny:9150, oredict.crushedCentrifugedTinyGlauconite.name
gregtech:gt.meta.crushedCentrifugedTiny:9152, oredict.crushedCentrifugedTinyVermiculite.name
gregtech:gt.meta.crushedCentrifugedTiny:9153, oredict.crushedCentrifugedTinyBentonite.name
gregtech:gt.meta.crushedCentrifugedTiny:9154, oredict.crushedCentrifugedTinyPalygorskite.name
gregtech:gt.meta.crushedCentrifugedTiny:9155, oredict.crushedCentrifugedTinyPitchblende.name
gregtech:gt.meta.crushedCentrifugedTiny:9156, oredict.crushedCentrifugedTinyMalachite.name
gregtech:gt.meta.crushedCentrifugedTiny:9157, oredict.crushedCentrifugedTinyMirabilite.name
gregtech:gt.meta.crushedCentrifugedTiny:9158, oredict.crushedCentrifugedTinyMica.name
gregtech:gt.meta.crushedCentrifugedTiny:9159, oredict.crushedCentrifugedTinyTrona.name
gregtech:gt.meta.crushedCentrifugedTiny:9160, oredict.crushedCentrifugedTinyBarite.name
gregtech:gt.meta.crushedCentrifugedTiny:9161, oredict.crushedCentrifugedTinyGypsum.name
gregtech:gt.meta.crushedCentrifugedTiny:9162, oredict.crushedCentrifugedTinyAlunite.name
gregtech:gt.meta.crushedCentrifugedTiny:9163, oredict.crushedCentrifugedTinyDolomite.name
gregtech:gt.meta.crushedCentrifugedTiny:9164, oredict.crushedCentrifugedTinyWollastonite.name
gregtech:gt.meta.crushedCentrifugedTiny:9165, oredict.crushedCentrifugedTinyZeolite.name
gregtech:gt.meta.crushedCentrifugedTiny:9166, oredict.crushedCentrifugedTinyKyanite.name
gregtech:gt.meta.crushedCentrifugedTiny:9167, oredict.crushedCentrifugedTinyKaolinite.name
gregtech:gt.meta.crushedCentrifugedTiny:9169, oredict.crushedCentrifugedTinyTalc.name
gregtech:gt.meta.crushedCentrifugedTiny:9174, oredict.crushedCentrifugedTinyGraphite.name
gregtech:gt.meta.crushedCentrifugedTiny:9180, oredict.crushedCentrifugedTinyQuartzite.name
gregtech:gt.meta.crushedCentrifugedTiny:9183, oredict.crushedCentrifugedTinyEmery.name
gregtech:gt.meta.crushedCentrifugedTiny:9192, oredict.crushedCentrifugedTinyRutile.name
gregtech:gt.meta.crushedCentrifugedTiny:9193, oredict.crushedCentrifugedTinyStolzite.name
gregtech:gt.meta.crushedCentrifugedTiny:9194, oredict.crushedCentrifugedTinyFerberite.name
gregtech:gt.meta.crushedCentrifugedTiny:9195, oredict.crushedCentrifugedTinyHuebnerite.name
gregtech:gt.meta.crushedCentrifugedTiny:9196, oredict.crushedCentrifugedTinyRussellite.name
gregtech:gt.meta.crushedCentrifugedTiny:9197, oredict.crushedCentrifugedTinyPinalite.name
gregtech:gt.meta.crushedCentrifugedTiny:9198, oredict.crushedCentrifugedTinyDiduraniumTrioxide.name
gregtech:gt.meta.crushedCentrifugedTiny:9199, oredict.crushedCentrifugedTinyDuraniumHexafluoride.name
gregtech:gt.meta.crushedCentrifugedTiny:9200, oredict.crushedCentrifugedTinyDuraniumHexachloride.name
gregtech:gt.meta.crushedCentrifugedTiny:9201, oredict.crushedCentrifugedTinyDuraniumHexabromide.name
gregtech:gt.meta.crushedCentrifugedTiny:9202, oredict.crushedCentrifugedTinyDuraniumHexaiodide.name
gregtech:gt.meta.crushedCentrifugedTiny:9203, oredict.crushedCentrifugedTinyDuraniumHexaastatide.name
gregtech:gt.meta.crushedCentrifugedTiny:9204, oredict.crushedCentrifugedTinyTritaniumDioxide.name
gregtech:gt.meta.crushedCentrifugedTiny:9205, oredict.crushedCentrifugedTinyTritaniumHexafluoride.name
gregtech:gt.meta.crushedCentrifugedTiny:9206, oredict.crushedCentrifugedTinyTritaniumHexachloride.name
gregtech:gt.meta.crushedCentrifugedTiny:9207, oredict.crushedCentrifugedTinyTritaniumHexabromide.name
gregtech:gt.meta.crushedCentrifugedTiny:9208, oredict.crushedCentrifugedTinyTritaniumHexaiodide.name
gregtech:gt.meta.crushedCentrifugedTiny:9209, oredict.crushedCentrifugedTinyTritaniumHexaastatide.name
gregtech:gt.meta.crushedCentrifugedTiny:9210, oredict.crushedCentrifugedTinyBromargyrite.name
gregtech:gt.meta.crushedCentrifugedTiny:9211, oredict.crushedCentrifugedTinySmithsonite.name
gregtech:gt.meta.crushedCentrifugedTiny:9212, oredict.crushedCentrifugedTinySperrylite.name
gregtech:gt.meta.crushedCentrifugedTiny:9213, oredict.crushedCentrifugedTinyKesterite.name
gregtech:gt.meta.crushedCentrifugedTiny:9214, oredict.crushedCentrifugedTinyStannite.name
gregtech:gt.meta.crushedCentrifugedTiny:9215, oredict.crushedCentrifugedTinyFluorite.name
gregtech:gt.meta.crushedCentrifugedTiny:9216, oredict.crushedCentrifugedTinyArsenopyrite.name
gregtech:gt.meta.crushedCentrifugedTiny:9217, oredict.crushedCentrifugedTinyWolframite.name
gregtech:gt.meta.crushedCentrifugedTiny:9219, oredict.crushedCentrifugedTinyPrismarine.name
gregtech:gt.meta.crushedCentrifugedTiny:9220, oredict.crushedCentrifugedTinyPrismarineDark.name
gregtech:gt.meta.crushedCentrifugedTiny:9221, oredict.crushedCentrifugedTinyBischofite.name
gregtech:gt.meta.crushedCentrifugedTiny:9246, oredict.crushedCentrifugedTinyColumbite.name
gregtech:gt.meta.crushedCentrifugedTiny:9247, oredict.crushedCentrifugedTinyColtan.name
gregtech:gt.meta.crushedCentrifugedTiny:9271, oredict.crushedCentrifugedTinyQuicklime.name
gregtech:gt.meta.crushedCentrifugedTiny:9716, oredict.crushedCentrifugedTinyPEZ.name
gregtech:gt.meta.crushedCentrifugedTiny:9717, oredict.crushedCentrifugedTinyLicorice.name
gregtech:gt.meta.crushedCentrifugedTiny:9718, oredict.crushedCentrifugedTinyNougat.name
gregtech:gt.meta.crushedCentrifugedTiny:9780, oredict.crushedCentrifugedTinyCheese.name
gregtech:gt.meta.crushedCentrifugedTiny:9791, oredict.crushedCentrifugedTinyHoney.name
gregtech:gt.meta.crushedCentrifugedTiny:9793, oredict.crushedCentrifugedTinyHoneydew.name
gregtech:gt.meta.crushedCentrifugedTiny:9851, oredict.crushedCentrifugedTinyOilSand.name
gregtech:gt.meta.crushedCentrifugedTiny:9852, oredict.crushedCentrifugedTinyCrudeOil.name
gregtech:gt.meta.crushedCentrifugedTiny:9853, oredict.crushedCentrifugedTinyOilShale.name
gregtech:gt.meta.gemChipped:400, oredict.gemChippedZirconium.name
gregtech:gt.meta.gemChipped:8001, oredict.gemChippedGlass.name
gregtech:gt.meta.gemChipped:8203, oredict.gemChippedRockSalt.name
gregtech:gt.meta.gemChipped:8204, oredict.gemChippedSalt.name
gregtech:gt.meta.gemChipped:8242, oredict.gemChippedIodineSalt.name
gregtech:gt.meta.gemChipped:8300, oredict.gemChippedDiamond.name
gregtech:gt.meta.gemChipped:8301, oredict.gemChippedEmerald.name
gregtech:gt.meta.gemChipped:8302, oredict.gemChippedRuby.name
gregtech:gt.meta.gemChipped:8303, oredict.gemChippedBalasRuby.name
gregtech:gt.meta.gemChipped:8304, oredict.gemChippedSapphire.name
gregtech:gt.meta.gemChipped:8305, oredict.gemChippedGreenSapphire.name
gregtech:gt.meta.gemChipped:8306, oredict.gemChippedTopaz.name
gregtech:gt.meta.gemChipped:8307, oredict.gemChippedBlueTopaz.name
gregtech:gt.meta.gemChipped:8308, oredict.gemChippedTanzanite.name
gregtech:gt.meta.gemChipped:8309, oredict.gemChippedRedJasper.name
gregtech:gt.meta.gemChipped:8310, oredict.gemChippedAmber.name
gregtech:gt.meta.gemChipped:8311, oredict.gemChippedOlivine.name
gregtech:gt.meta.gemChipped:8312, oredict.gemChippedOpal.name
gregtech:gt.meta.gemChipped:8313, oredict.gemChippedAmethyst.name
gregtech:gt.meta.gemChipped:8314, oredict.gemChippedOrangeSapphire.name
gregtech:gt.meta.gemChipped:8315, oredict.gemChippedYellowSapphire.name
gregtech:gt.meta.gemChipped:8317, oredict.gemChippedDilithium.name
gregtech:gt.meta.gemChipped:8320, oredict.gemChippedNetherStar.name
gregtech:gt.meta.gemChipped:8321, oredict.gemChippedJade.name
gregtech:gt.meta.gemChipped:8322, oredict.gemChippedCraponite.name
gregtech:gt.meta.gemChipped:8323, oredict.gemChippedAquamarine.name
gregtech:gt.meta.gemChipped:8324, oredict.gemChippedMorganite.name
gregtech:gt.meta.gemChipped:8325, oredict.gemChippedDioptase.name
gregtech:gt.meta.gemChipped:8326, oredict.gemChippedSpinel.name
gregtech:gt.meta.gemChipped:8328, oredict.gemChippedBlueSapphire.name
gregtech:gt.meta.gemChipped:8329, oredict.gemChippedAmethystEnder.name
gregtech:gt.meta.gemChipped:8333, oredict.gemChippedRedstone.name
gregtech:gt.meta.gemChipped:8341, oredict.gemChippedGlowstone.name
gregtech:gt.meta.gemChipped:8342, oredict.gemChippedFirestone.name
gregtech:gt.meta.gemChipped:8350, oredict.gemChippedInfusedDull.name
gregtech:gt.meta.gemChipped:8351, oredict.gemChippedInfusedVis.name
gregtech:gt.meta.gemChipped:8352, oredict.gemChippedInfusedAir.name
gregtech:gt.meta.gemChipped:8353, oredict.gemChippedInfusedFire.name
gregtech:gt.meta.gemChipped:8354, oredict.gemChippedInfusedEarth.name
gregtech:gt.meta.gemChipped:8355, oredict.gemChippedInfusedWater.name
gregtech:gt.meta.gemChipped:8356, oredict.gemChippedInfusedEntropy.name
gregtech:gt.meta.gemChipped:8357, oredict.gemChippedInfusedOrder.name
gregtech:gt.meta.gemChipped:8358, oredict.gemChippedInfusedBalance.name
gregtech:gt.meta.gemChipped:8383, oredict.gemChippedPurpleSapphire.name
gregtech:gt.meta.gemChipped:8384, oredict.gemChippedHeliodor.name
gregtech:gt.meta.gemChipped:8385, oredict.gemChippedGoshenite.name
gregtech:gt.meta.gemChipped:8386, oredict.gemChippedBixbite.name
gregtech:gt.meta.gemChipped:8387, oredict.gemChippedMaxixe.name
gregtech:gt.meta.gemChipped:8388, oredict.gemChippedAlexandrite.name
gregtech:gt.meta.gemChipped:8415, oredict.gemChippedOnyxRed.name
gregtech:gt.meta.gemChipped:8416, oredict.gemChippedOnyxBlack.name
gregtech:gt.meta.gemChipped:8417, oredict.gemChippedAmazonite.name
gregtech:gt.meta.gemChipped:8419, oredict.gemChippedZircon.name
gregtech:gt.meta.gemChipped:8423, oredict.gemChippedDiamondIndustrial.name
gregtech:gt.meta.gemChipped:8424, oredict.gemChippedPinkDiamond.name
